Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	organism	sample_name	isolate	isolation_source	collection_date	geographic_location	tissue	development_stage
DRR286411	2022-06-07 13:06:50	2022-06-07 13:06:52	15970071	4791021300	15970071	300	1489		https://sra-download.ncbi.nlm.nih.gov/traces/dra4/DRR/000279/DRR286411	DRX275868		RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	400	0	ILLUMINA	Illumina NovaSeq 6000	DRP008629	PRJDB11460	3	847070	DRS242817	SAMD00293167	simple	105610	Montipora efflorescens	SAMD00293167							no					AORI	DRA011820		public	8A7FCCFA4E31015CA91379855E86C92B	5821655A6AC035706E71174D4296A969	Montipora efflorescens	Mont_egg						Egg
DRR286412	2022-06-07 13:06:50	2022-06-07 13:07:33	20789097	6236729100	20789097	300	1935		https://sra-download.ncbi.nlm.nih.gov/traces/dra4/DRR/000279/DRR286412	DRX275869		RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	400	0	ILLUMINA	Illumina NovaSeq 6000	DRP008629	PRJDB11460	3	847070	DRS242818	SAMD00293168	simple	105610	Montipora efflorescens	SAMD00293168							no					AORI	DRA011820		public	FA9EE0FEE3BD23EB0A40527DBD51A918	64543B0CB4A69D6B072CE760C6C3452C	Montipora efflorescens	Mont_planula_1dpf						Planula larvae
DRR286408	2022-06-07 13:06:50	2022-06-07 13:08:14	15192910	4557873000	15192910	300	1422		https://sra-download.ncbi.nlm.nih.gov/traces/dra4/DRR/000279/DRR286408	DRX275865		RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	400	0	ILLUMINA	Illumina NovaSeq 6000	DRP008629	PRJDB11460	3	847070	DRS242819	SAMD00293169	simple	105610	Montipora efflorescens	SAMD00293169							no					AORI	DRA011820		public	431A85622BAC9B379F022B8D2555E6F1	66686BAADE5AC862B1D13FF22C8696D3	Montipora efflorescens	Mont_planula_4dpf						Planula larvae
DRR286409	2022-06-07 13:06:50	2022-06-07 13:08:40	17600680	5280204000	17600680	300	1651		https://sra-download.ncbi.nlm.nih.gov/traces/dra4/DRR/000279/DRR286409	DRX275866		RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	400	0	ILLUMINA	Illumina NovaSeq 6000	DRP008629	PRJDB11460	3	847070	DRS242820	SAMD00293170	simple	246299	Montipora cactus	SAMD00293170							no					AORI	DRA011820		public	EBF3C4CE01745F0B2CD8EB85CC436CBC	5A13F8754F529A8B753B3707539FD9F8	Montipora cactus	Mont_sperm						Sperm
DRR286407	2022-06-07 13:06:50	2022-06-07 13:06:02	21842337	4412152074	21842337	202	1276		https://sra-download.ncbi.nlm.nih.gov/traces/dra1/DRR/000279/DRR286407	DRX275864		RNA-Seq	PolyA	TRANSCRIPTOMIC	PAIRED	400	0	ILLUMINA	Illumina NovaSeq 6000	DRP008629	PRJDB11460	3	847070	DRS242821	SAMD00293171	simple	246299	Montipora cactus	SAMD00293171							no					AORI	DRA011820		public	84617DB7D30518073E9B4A569DB5F41D	F9BEB31E7DE3D64B390F52F370141C95	Montipora cactus	Mcac_adult						Adult
DRR286410	2022-06-07 13:06:50	2022-06-07 13:07:09	24351874	4919078548	24351874	202	1408		https://sra-download.ncbi.nlm.nih.gov/traces/dra1/DRR/000279/DRR286410	DRX275867		RNA-Seq	PolyA	TRANSCRIPTOMIC	PAIRED	400	0	ILLUMINA	Illumina NovaSeq 6000	DRP008629	PRJDB11460	3	847070	DRS242822	SAMD00293172	simple	105610	Montipora efflorescens	SAMD00293172							no					AORI	DRA011820		public	7F57E6E61F332BC13874CDDE15A6D834	CFD029EF8A55DEE63093FECCC91FC94F	Montipora efflorescens	Meff_adult						Adult
SRR18650999	2022-04-09 07:39:25	2022-04-06 00:30:33	95696808	28708968660	95696808	299	8338		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18650999/SRR18650999	SRX14754049	Illumina_MON_1	WGS	PCR	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP367755	PRJNA812941		812941	SRS12515359	SAMN26442120	simple	2924933	Montipora sp. Colony 1 RG-2022	MON_UAR_061801							no					UNIVERSITY OF CALIFORNIA SANTA CRUZ	SRA1398535		public	BAF8C0A3FB4FFD040E65079245887054	8F9722A746E7E632D2A596390A59E3B8	Montipora sp. Colony 1 RG-2022		Colony 1	coral reef	2018	Pacific Ocean	coral tissue
SRR11452224	2020-04-01 21:25:27	2020-03-31 01:31:27	19914348	5974304400	19914348	300	2252		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11452224/SRR11452224	SRX8030014	371_plan_LOW_RNASeq	RNA-Seq	PolyA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP254626	PRJNA616341		616341	SRS6402370	SAMN14486806	simple	46704	Montipora capitata	371_plan_LOW							no					UNIVERSITY OF RHODE ISLAND	SRA1060866		public	665033869187DE0FB0EBE23AAE688FE5	797EECB50AA58CA79A363850A11EA31F	Montipora capitata		not applicable	not applicable	2018-06-22	USA: Hawaii, Oahu, Kaneohe Bay	whole organisms	planulae
SRR11452223	2020-04-01 21:25:27	2020-03-31 01:39:23	16196572	4858971600	16196572	300	1830		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR011/452/SRR11452223.sralite.1	SRX8030015	373_plan_LOW_RNASeq	RNA-Seq	PolyA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP254626	PRJNA616341		616341	SRS6402371	SAMN14486807	simple	46704	Montipora capitata	373_plan_LOW							no					UNIVERSITY OF RHODE ISLAND	SRA1060866		public	BC2A91B3E147EFA29BFBAF469F6E11F9	F23172B2F8413BB3C6121C1BBC5FCE33	Montipora capitata		not applicable	not applicable	2018-06-22	USA: Hawaii, Oahu, Kaneohe Bay	whole organisms	planulae
SRR11452222	2020-04-01 21:25:27	2020-03-31 01:26:58	17074897	5122469100	17074897	300	1930		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11452222/SRR11452222	SRX8030016	375_plan_AMB_RNASeq	RNA-Seq	PolyA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP254626	PRJNA616341		616341	SRS6402372	SAMN14486808	simple	46704	Montipora capitata	375_plan_AMB							no					UNIVERSITY OF RHODE ISLAND	SRA1060866		public	7E5785EA33F895EB4A7F95E133BF567C	E8DABA242C035214B228E8024A14895C	Montipora capitata		not applicable	not applicable	2018-06-22	USA: Hawaii, Oahu, Kaneohe Bay	whole organisms	planulae
SRR11452221	2020-04-01 21:25:27	2020-03-31 01:37:22	18041698	5412509400	18041698	300	2026		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11452221/SRR11452221	SRX8030017	379_plan_LOW_RNASeq	RNA-Seq	PolyA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP254626	PRJNA616341		616341	SRS6402373	SAMN14486809	simple	46704	Montipora capitata	379_plan_LOW							no					UNIVERSITY OF RHODE ISLAND	SRA1060866		public	9B1A792D999DA51DD90537C1919EE594	E3A38B8A1A934E74FA827E8DE91D640C	Montipora capitata		not applicable	not applicable	2018-06-22	USA: Hawaii, Oahu, Kaneohe Bay	whole organisms	planulae
SRR8497576	2019-01-28 15:32:12	2019-01-28 15:28:45	12361079	1854161850	12361079	150	846		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8497576/SRR8497576	SRX5301624	ATHC_6h_rep3	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina MiSeq	SRP182718	PRJNA509219		509219	SRS4300520	SAMN10574457	simple	46704	Montipora capitata	Mcap branch fragments							no					RUTGERS UNIVERSITY	SRA840404		public	AE4B943884DB5D4BF9B3EC4C00FE9EBD	E1FB2FE2B1F1F67C5B5870C3574FB1F2	Montipora capitata		Coral branch fragments from the fringing reefs in Kaneohe Bay		2016-06	USA:Hawaii
SRR8497578	2019-01-28 15:32:12	2019-01-28 15:28:31	11795652	1769347800	11795652	150	758		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8497578/SRR8497578	SRX5301622	ATAC_0h_rep2	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina MiSeq	SRP182718	PRJNA509219		509219	SRS4300520	SAMN10574457	simple	46704	Montipora capitata	Mcap branch fragments							no					RUTGERS UNIVERSITY	SRA840404		public	ADE9C9AED3A5B9906662166FB5826C38	7CA029F0411C7839501CE6D1BD68E62B	Montipora capitata		Coral branch fragments from the fringing reefs in Kaneohe Bay		2016-06	USA:Hawaii
SRR8497579	2019-01-28 15:32:12	2019-01-28 15:28:04	10115147	1517272050	10115147	150	667		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8497579/SRR8497579	SRX5301621	ATAC_0h_rep1	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina MiSeq	SRP182718	PRJNA509219		509219	SRS4300520	SAMN10574457	simple	46704	Montipora capitata	Mcap branch fragments							no					RUTGERS UNIVERSITY	SRA840404		public	7C1F2BFC05C4A149D57397BF74201328	743968334C2FD3A9C84A2EE4C8C6E488	Montipora capitata		Coral branch fragments from the fringing reefs in Kaneohe Bay		2016-06	USA:Hawaii
SRR8497580	2019-01-28 15:32:12	2019-01-28 15:29:29	13546784	2032017600	13546784	150	826		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8497580/SRR8497580	SRX5301620	ATAC_1h_rep1	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina MiSeq	SRP182718	PRJNA509219		509219	SRS4300520	SAMN10574457	simple	46704	Montipora capitata	Mcap branch fragments							no					RUTGERS UNIVERSITY	SRA840404		public	AA539E34A9F25F20A7125806E93A59C1	8966B285A3DAAD76F11D60E7ACE28A45	Montipora capitata		Coral branch fragments from the fringing reefs in Kaneohe Bay		2016-06	USA:Hawaii
SRR8497581	2019-01-28 15:32:12	2019-01-28 15:28:12	10944553	1641682950	10944553	150	707		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8497581/SRR8497581	SRX5301619	ATAC_0h_rep3	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina MiSeq	SRP182718	PRJNA509219		509219	SRS4300520	SAMN10574457	simple	46704	Montipora capitata	Mcap branch fragments							no					RUTGERS UNIVERSITY	SRA840404		public	91B322522BF8CE2E1B7304C8AF0DB6E7	A101C074BB10D3C3B53E570E605BE657	Montipora capitata		Coral branch fragments from the fringing reefs in Kaneohe Bay		2016-06	USA:Hawaii
SRR8497582	2019-01-28 15:32:12	2019-01-28 15:28:10	10317854	1547678100	10317854	150	627		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8497582/SRR8497582	SRX5301618	ATAC_1h_rep3	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina MiSeq	SRP182718	PRJNA509219		509219	SRS4300520	SAMN10574457	simple	46704	Montipora capitata	Mcap branch fragments							no					RUTGERS UNIVERSITY	SRA840404		public	2FCB1BF882478E465CC9DD3E376C81FD	3436BD73C871687C957E8A6FC0258798	Montipora capitata		Coral branch fragments from the fringing reefs in Kaneohe Bay		2016-06	USA:Hawaii
SRR8497583	2019-01-28 15:32:12	2019-01-28 15:27:58	10399980	1559997000	10399980	150	631		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8497583/SRR8497583	SRX5301617	ATAC_1h_rep2	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina MiSeq	SRP182718	PRJNA509219		509219	SRS4300520	SAMN10574457	simple	46704	Montipora capitata	Mcap branch fragments							no					RUTGERS UNIVERSITY	SRA840404		public	D62B42DA7984AA49BE3116F6532E33FF	1D8172F47A6314B22AF55F451CEA03EA	Montipora capitata		Coral branch fragments from the fringing reefs in Kaneohe Bay		2016-06	USA:Hawaii
SRR8497584	2019-01-28 15:32:12	2019-01-28 15:28:55	12784124	1917618600	12784124	150	831		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8497584/SRR8497584	SRX5301616	ATAC_6h_rep2	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina MiSeq	SRP182718	PRJNA509219		509219	SRS4300520	SAMN10574457	simple	46704	Montipora capitata	Mcap branch fragments							no					RUTGERS UNIVERSITY	SRA840404		public	7CA2255AE00BD53B402638BDC7F84486	A578B73F042F20659D4C7FB489D5B58E	Montipora capitata		Coral branch fragments from the fringing reefs in Kaneohe Bay		2016-06	USA:Hawaii
SRR8497585	2019-01-28 15:32:12	2019-01-28 15:28:10	10688622	1603293300	10688622	150	700		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8497585/SRR8497585	SRX5301615	ATAC_6h_rep1	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina MiSeq	SRP182718	PRJNA509219		509219	SRS4300520	SAMN10574457	simple	46704	Montipora capitata	Mcap branch fragments							no					RUTGERS UNIVERSITY	SRA840404		public	3459BB3F5469F5F509454651B8455340	0F5B04D5149AB5DE5D00FEFA4C9F2E9F	Montipora capitata		Coral branch fragments from the fringing reefs in Kaneohe Bay		2016-06	USA:Hawaii
SRR8497586	2019-01-28 15:32:12	2019-01-28 15:27:54	11094662	1664199300	11094662	150	684		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8497586/SRR8497586	SRX5301614	HTAC_1h_rep1	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina MiSeq	SRP182718	PRJNA509219		509219	SRS4300520	SAMN10574457	simple	46704	Montipora capitata	Mcap branch fragments							no					RUTGERS UNIVERSITY	SRA840404		public	B5C8D61C3764F5AFC79821AA1C5077A3	5C2758CF7400D628665A1D225BAB598E	Montipora capitata		Coral branch fragments from the fringing reefs in Kaneohe Bay		2016-06	USA:Hawaii
SRR8497587	2019-01-28 15:32:12	2019-01-28 15:28:42	12223010	1833451500	12223010	150	807		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8497587/SRR8497587	SRX5301613	ATAC_6h_rep3	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina MiSeq	SRP182718	PRJNA509219		509219	SRS4300520	SAMN10574457	simple	46704	Montipora capitata	Mcap branch fragments							no					RUTGERS UNIVERSITY	SRA840404		public	A31C5E326AD274B57D824B9A4E589443	F52F3572AC427CE1852040B31153A3C5	Montipora capitata		Coral branch fragments from the fringing reefs in Kaneohe Bay		2016-06	USA:Hawaii
SRR8497588	2019-01-28 15:32:12	2019-01-28 15:29:00	12705559	1905833850	12705559	150	860		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8497588/SRR8497588	SRX5301612	ATHC_6h_rep2	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina MiSeq	SRP182718	PRJNA509219		509219	SRS4300520	SAMN10574457	simple	46704	Montipora capitata	Mcap branch fragments							no					RUTGERS UNIVERSITY	SRA840404		public	B737DC86436C6E1336D8A08C467CEEF1	B9170C000FB8EC907A35C9DE49191298	Montipora capitata		Coral branch fragments from the fringing reefs in Kaneohe Bay		2016-06	USA:Hawaii
SRR8497589	2019-01-28 15:32:12	2019-01-28 15:28:47	11587258	1738088700	11587258	150	788		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8497589/SRR8497589	SRX5301611	ATHC_6h_rep1	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina MiSeq	SRP182718	PRJNA509219		509219	SRS4300520	SAMN10574457	simple	46704	Montipora capitata	Mcap branch fragments							no					RUTGERS UNIVERSITY	SRA840404		public	443E94D2F45883A242DCD989524EA0EC	5FA8E3F4522933F18D520A64418C0590	Montipora capitata		Coral branch fragments from the fringing reefs in Kaneohe Bay		2016-06	USA:Hawaii
SRR8497590	2019-01-28 15:32:12	2019-01-28 15:29:02	13095626	1964343900	13095626	150	875		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8497590/SRR8497590	SRX5301610	HTAC_6h_rep2	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina MiSeq	SRP182718	PRJNA509219		509219	SRS4300520	SAMN10574457	simple	46704	Montipora capitata	Mcap branch fragments							no					RUTGERS UNIVERSITY	SRA840404		public	A889B18394D2A6AF0006208936043BD9	88B37518C5781104362D7A4AE043EC89	Montipora capitata		Coral branch fragments from the fringing reefs in Kaneohe Bay		2016-06	USA:Hawaii
SRR8497591	2019-01-28 15:32:12	2019-01-28 15:27:40	9893807	1484071050	9893807	150	657		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8497591/SRR8497591	SRX5301609	HTAC_6h_rep1	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina MiSeq	SRP182718	PRJNA509219		509219	SRS4300520	SAMN10574457	simple	46704	Montipora capitata	Mcap branch fragments							no					RUTGERS UNIVERSITY	SRA840404		public	05B908B5BD37685C19E2CA31C7C96EF0	030A7AEA2883DA6B814332C8C5CFA375	Montipora capitata		Coral branch fragments from the fringing reefs in Kaneohe Bay		2016-06	USA:Hawaii
SRR8497592	2019-01-28 15:32:12	2019-01-28 15:28:56	12005325	1800798750	12005325	150	746		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8497592/SRR8497592	SRX5301608	HTAC_1h_rep3	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina MiSeq	SRP182718	PRJNA509219		509219	SRS4300520	SAMN10574457	simple	46704	Montipora capitata	Mcap branch fragments							no					RUTGERS UNIVERSITY	SRA840404		public	9C5FB9400637C1D1C432CF26E2D86129	AC4FC344613D508DFB3FC74BA445D4B8	Montipora capitata		Coral branch fragments from the fringing reefs in Kaneohe Bay		2016-06	USA:Hawaii
SRR8497593	2019-01-28 15:32:12	2019-01-28 15:28:16	11645752	1746862800	11645752	150	715		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8497593/SRR8497593	SRX5301607	HTAC_1h_rep2	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina MiSeq	SRP182718	PRJNA509219		509219	SRS4300520	SAMN10574457	simple	46704	Montipora capitata	Mcap branch fragments							no					RUTGERS UNIVERSITY	SRA840404		public	CFF014D24D923A862C901C5231668BBC	28706AE834ED8EBE87681051739FFFEE	Montipora capitata		Coral branch fragments from the fringing reefs in Kaneohe Bay		2016-06	USA:Hawaii
SRR8497594	2019-01-28 15:32:12	2019-01-28 15:28:33	11623146	1743471900	11623146	150	746		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8497594/SRR8497594	SRX5301606	ATHC_1h_rep3	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina MiSeq	SRP182718	PRJNA509219		509219	SRS4300520	SAMN10574457	simple	46704	Montipora capitata	Mcap branch fragments							no					RUTGERS UNIVERSITY	SRA840404		public	B1F405D8C30CEB8648A162CE03645FB9	2F25F982D9EEDDB44F20BC650EB6F9D8	Montipora capitata		Coral branch fragments from the fringing reefs in Kaneohe Bay		2016-06	USA:Hawaii
SRR8497595	2019-01-28 15:32:12	2019-01-28 15:28:07	10802606	1620390900	10802606	150	696		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8497595/SRR8497595	SRX5301605	ATHC_1h_rep2	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina MiSeq	SRP182718	PRJNA509219		509219	SRS4300520	SAMN10574457	simple	46704	Montipora capitata	Mcap branch fragments							no					RUTGERS UNIVERSITY	SRA840404		public	0B766D632269D97A881C5D04578142F4	7B67EB2F23492737DB0DC6B357037CAD	Montipora capitata		Coral branch fragments from the fringing reefs in Kaneohe Bay		2016-06	USA:Hawaii
SRR8497596	2019-01-28 15:32:12	2019-01-28 15:28:46	12247578	1837136700	12247578	150	794		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8497596/SRR8497596	SRX5301604	ATHC_1h_rep1	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina MiSeq	SRP182718	PRJNA509219		509219	SRS4300520	SAMN10574457	simple	46704	Montipora capitata	Mcap branch fragments							no					RUTGERS UNIVERSITY	SRA840404		public	DCD1BB40E0A66A283C17B7F6C56810BD	844BB863C57849AD376114B66476B1FE	Montipora capitata		Coral branch fragments from the fringing reefs in Kaneohe Bay		2016-06	USA:Hawaii
SRR8497597	2019-01-28 15:32:12	2019-01-28 15:28:46	12066905	1810035750	12066905	150	808		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8497597/SRR8497597	SRX5301603	HTAC_6h_rep3	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina MiSeq	SRP182718	PRJNA509219		509219	SRS4300520	SAMN10574457	simple	46704	Montipora capitata	Mcap branch fragments							no					RUTGERS UNIVERSITY	SRA840404		public	E44146852E3D04C4FD833452BBDD7CB2	235CB617C97D51732BCBF4F66CC4C2F7	Montipora capitata		Coral branch fragments from the fringing reefs in Kaneohe Bay		2016-06	USA:Hawaii
SRR8497577	2019-01-28 22:20:10	2019-01-28 22:08:55	135590434	27389267668	135590434	202	14538		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/497/SRR8497577.sralite.1	SRX5301623	Mcap_sperm_gDNA	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP182718	PRJNA509219		509219	SRS4300521	SAMN10574383	simple	46704	Montipora capitata	Mcap_sperm_bundle							no					RUTGERS UNIVERSITY	SRA840404		public	786F3261F0ADCCEDF962DAD578A6CFA4	EDA64A48BCE84B132A32AD2B2150F5E6	Montipora capitata		colony 628		2016-06-05	USA:Hawaii
SRR8386118	2020-01-01 00:10:56	2019-01-02 22:19:17	28975584	8692675200	28975584	300	3629		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8386118/SRR8386118	SRX5195885	FCH5FVWCCXY_L2_HKRDCORxqdEAATRABPEI-223	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP175052	PRJNA512264		512264	SRS4201675	SAMN10663207	simple	246290	Montipora peltiformis	Montipora peltiformis							no					HONG KONG BAPTIST UNIVERSITY	SRA829724		public	06CA22B207F08E30720A0E43A829A9C9	CE76DC555BD3BA3479DA24AC3D4DA426	Montipora peltiformis		not applicable		2017-07-14	Hong Kong	not applicable
SRR8068582	2018-12-31 00:27:56	2019-02-26 23:02:30	178493009	55332832790	178493009	310	26435		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR008/068/SRR8068582.sralite.1	SRX4896879	Mcap_10x_UHH	WGS	RANDOM	GENOMIC	PAIRED	0	0	ILLUMINA	HiSeq X Ten	SRP165964	PRJNA495325	3	495325	SRS3943439	SAMN10221787	simple	46704	Montipora capitata	Sample #1							no					UNIVERSITY OF HAWAII	SRA795092		public	E77F391E6836C53EA1660D9B84C049E6	3F9DC33BC245199AAE9B8C1EF73477B5	Montipora capitata		Colony #1	sperm	2016-07-06	USA: Hawaii, Waiopae tide pools
ERR2282057	2018-04-08 00:45:45	2018-04-08 06:16:07	46172797	23178744094	46172797	502	12227		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/282/ERR2282057.sralite.1	ERX2333383	unspecified	WGS	unspecified	GENOMIC	PAIRED	450	0	ILLUMINA	Illumina HiSeq 1500	ERP106655	PRJEB24802		449047	ERS2178324	SAMEA104567040	simple	2052915	Montipora spumosa	SAMEA104567040							no					REEF FUTURE GENOMICS 2020 CONSORTIUM	ERA1201923		public	42552A9B6191A8C3F5BE0B0E25311DBA	8077D04F4B1928223ED2C9351FB207C9	Montipora spumosa	Montipora_spumosa1_14709_PE_450bp			10/12/2014
ERR2282058	2018-04-08 00:45:46	2018-04-08 06:15:57	46749498	23468247996	46749498	502	12418		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/282/ERR2282058.sralite.1	ERX2333384	unspecified	WGS	unspecified	GENOMIC	PAIRED	450	0	ILLUMINA	Illumina HiSeq 1500	ERP106655	PRJEB24802		449047	ERS2178324	SAMEA104567040	simple	2052915	Montipora spumosa	SAMEA104567040							no					REEF FUTURE GENOMICS 2020 CONSORTIUM	ERA1201923		public	AB2931474941BC009DDAA36EDEC16006	3E6F76BD83E9EBEE82A6AC26E140C43D	Montipora spumosa	Montipora_spumosa1_14709_PE_450bp			10/12/2014
ERR2282059	2018-04-08 00:45:46	2018-04-08 06:20:02	40790662	20476912324	40790662	502	10573		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/282/ERR2282059.sralite.1	ERX2333385	unspecified	WGS	unspecified	GENOMIC	PAIRED	450	0	ILLUMINA	Illumina HiSeq 1500	ERP106655	PRJEB24802		449047	ERS2178324	SAMEA104567040	simple	2052915	Montipora spumosa	SAMEA104567040							no					REEF FUTURE GENOMICS 2020 CONSORTIUM	ERA1201923		public	31D95C9F7EDE2F71B99ECE37F5FA9BEC	52814D8145D66C575EFC3A86C3ED8767	Montipora spumosa	Montipora_spumosa1_14709_PE_450bp			10/12/2014
ERR2282060	2018-04-08 00:45:46	2018-04-08 06:38:08	41086338	20625341676	41086338	502	10746		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/282/ERR2282060.sralite.1	ERX2333386	unspecified	WGS	unspecified	GENOMIC	PAIRED	450	0	ILLUMINA	Illumina HiSeq 1500	ERP106655	PRJEB24802		449047	ERS2178324	SAMEA104567040	simple	2052915	Montipora spumosa	SAMEA104567040							no					REEF FUTURE GENOMICS 2020 CONSORTIUM	ERA1201923		public	543A17F9F8E575A2DD344D84A30E48A6	C5E7FB8CD210551AAA0BDD3EF476F53E	Montipora spumosa	Montipora_spumosa1_14709_PE_450bp			10/12/2014
ERR2282061	2018-04-08 00:45:46	2018-04-08 06:54:02	230279662	46055932400	230279662	200	18430		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/282/ERR2282061.sralite.1	ERX2333387	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina HiSeq 2000	ERP106655	PRJEB24802		449047	ERS2178325	SAMEA104567041	simple	2052915	Montipora spumosa	SAMEA104567041							no					REEF FUTURE GENOMICS 2020 CONSORTIUM	ERA1201923		public	1D5040F4D2447DF5C156D80C960CEDC3	267FD9A6EE2A395407F7F51B98792E26	Montipora spumosa	Montipora_spumosa3_22902_PE_200bp			10/12/2014
