SRR7042978	SRR7062295	SRR7062350	SRR7043704	SRR7058616	SRR7058566	SRR7055829	SRR7058378	SRR7058606	SRR7059699	SRR7043013	SRR7046161	SRR6987146	SRR7041301	SRR7040514	SRR6964364	SRR6986864	SRR6951744	SRR6963586	SRR6963878	SRR7039808	SRR6951423	SRR6952431	SRR6963891	SRR6914609	SRR6914908	SRR6934388	SRR6934542	SRR6942678	SRR6942729	SRR6914151	SRR6935629	Pacuta_HTAC_TP1_1653	Pacuta_HTHC_TP6_1721	Pacuta_ATHC_TP10_1205	Pacuta_ATAC_TP5_1059	Pacuta_HTHC_TP1_2210	Pacuta_HTHC_TP11_1416	Pacuta_ATHC_TP8_2861	Pacuta_HTHC_TP5_1168	Pacuta_HTAC_TP7_1487	Pacuta_ATAC_TP6_1050	Pacuta_ATAC_TP7_1047	Pacuta_ATHC_TP1_2977	Pacuta_HTHC_TP4_1169	Pacuta_ATHC_TP11_2879	Pacuta_ATHC_TP7_1281	Pacuta_HTAC_TP5_1571	Pacuta_ATHC_TP1_1207	Pacuta_HTAC_TP8_1329	Pacuta_ATHC_TP9_2979	Pacuta_HTHC_TP3_2527	Pacuta_ATHC_TP6_2999	Pacuta_ATHC_TP3_1219	Pacuta_HTAC_TP3_2026	Pacuta_ATHC_TP10_2197	Pacuta_HTAC_TP5_1303	Pacuta_HTAC_TP6_1330	Pacuta_ATHC_TP11_2668	Pacuta_HTHC_TP1_1676	Pacuta_HTAC_TP10_1225	Pacuta_HTHC_TP3_1418	Pacuta_ATHC_TP4_2993	Pacuta_ATHC_TP5_1296	Pacuta_ATAC_TP7_1445	Pacuta_HTAC_TP9_1302	Pacuta_HTAC_TP9_1486	Pacuta_ATAC_TP1_1775	Pacuta_HTAC_TP6_1744	Pacuta_ATAC_TP6_1468	Pacuta_ATHC_TP5_2212	Pacuta_ATAC_TP10_1159	Pacuta_ATAC_TP8_1755	Pacuta_ATAC_TP9_1141	Pacuta_ATAC_TP1_1043	Pacuta_ATAC_TP6_1542	Pacuta_HTHC_TP4_1343	Pacuta_HTHC_TP7_1427	Pacuta_ATHC_TP3_2750	Pacuta_HTAC_TP4_1581	Pacuta_ATHC_TP1_2743	Pacuta_HTHC_TP8_1184	Pacuta_ATAC_TP10_1641	Pacuta_ATAC_TP3_1471	Pacuta_HTAC_TP8_1765	Pacuta_HTAC_TP11_1647	Pacuta_HTHC_TP4_2195	Pacuta_HTAC_TP11_1582	Pacuta_ATAC_TP4_2002	Pacuta_HTAC_TP4_1701	Pacuta_ATAC_TP5_1563	Pacuta_ATHC_TP8_2564	Pacuta_ATAC_TP1_2363	Pacuta_HTAC_TP1_2005	Pacuta_ATAC_TP4_1060	Pacuta_HTAC_TP3_1617	Pacuta_HTHC_TP10_1732	Pacuta_HTHC_TP1_1239	Pacuta_HTHC_TP10_1238	Pacuta_ATHC_TP7_2409	Pacuta_HTHC_TP7_1090	Pacuta_ATAC_TP10_1559	Pacuta_ATAC_TP5_1757	Pacuta_HTHC_TP7_1820	Pacuta_ATAC_TP9_1594	Pacuta_HTAC_TP10_1536	Pacuta_ATHC_TP10_2550	Pacuta_HTHC_TP11_2185	Pacuta_HTHC_TP5_1415	Pacuta_ATAC_TP11_2306	Pacuta_HTHC_TP5_2087	Pacuta_ATHC_TP11_1147	Pacuta_HTAC_TP11_1596	Pacuta_ATAC_TP4_1762	Pacuta_HTAC_TP5_1707	Pacuta_ATHC_TP3_2534	Pacuta_HTAC_TP9_1696	Pacuta_HTHC_TP8_1709	Pacuta_ATAC_TP7_2413	Pacuta_HTAC_TP10_2064	Pacuta_HTHC_TP3_1227	Pacuta_HTHC_TP6_1595	Pacuta_HTHC_TP8_2304	Pacuta_HTHC_TP9_2202	Pacuta_ATAC_TP3_1041	Pacuta_HTHC_TP6_1138	Pacuta_ATHC_TP7_2878	Pacuta_HTAC_TP1_2414	Pacuta_HTAC_TP7_1728	Pacuta_ATAC_TP11_1103	Pacuta_ATHC_TP9_2873	Pacuta_ATHC_TP4_1220	Pacuta_HTHC_TP9_2305	Pacuta_HTAC_TP6_1466	Pacuta_HTHC_TP10_2300	Pacuta_ATHC_TP5_2877	Pacuta_ATHC_TP6_2870	Pacuta_ATAC_TP3_1637	Pacuta_ATHC_TP9_1451	Pacuta_HTAC_TP8_2513	Pacuta_HTHC_TP9_1131	Pacuta_ATAC_TP8_2012	Pacuta_ATAC_TP9_2357	Pacuta_ATHC_TP6_1254	Pacuta_HTAC_TP3_1642	Pacuta_HTAC_TP7_2072	Pacuta_ATHC_TP8_1459	Pacuta_ATAC_TP8_1051	Pacuta_HTAC_TP4_1767	Pacuta_ATAC_TP11_1777	Pacuta_ATHC_TP4_2733
Pacuta_HTHC_TP6_1138	0.0236388	0.0158787	0.0177598	0.0187057	0.0184007	0.0196816	0.0236752	0.0228665	0.0228427	0.0212713	0	0.00152431	0.0180937	0.0205563	0.0212077	0.0228134	0.0227325	0.0175253	0.0205635	0.0207588	0.0105453	0.0124265	0.0129914	0.0143579	0.0188737	0.0216077	0.0188468	0.0193574	0.0169344	0.0171237	0.00916628	0.0107597	0.195123	0.16746	0.212989	0.212118	0.229875	0.24675	0.247739	0.248058	0.247403	0.247727	0.249542	0.24711	0.248588	0.250435	0.250173	0.250569	0.251649	0.251651	0.243069	0.243333	0.244156	0.244545	0.244108	0.245149	0.244504	0.227318	0.252957	0.232713	0.23416	0.235842	0.237951	0.240142	0.292126	0.273803	0.279158	0.281124	0.283081	0.286614	0.286652	0.274552	0.278684	0.278142	0.28848	0.286882	0.287903	0.289486	0.292552	0.292614	0.277709	0.278034	0.276649	0.27369	0.271878	0.285828	0.286943	0.28808	0.28884	0.288844	0.288514	0.288832	0.277861	0.277257	0.279795	0.278106	0.281078	0.282862	0.282513	0.286304	0.284653	0.280826	0.281369	0.280076	0.279378	0.279852	0.290435	0.318148	0.300019	0.470287	0.474654	0.472355	0.47335	0.474564	0.474745	0.474663	0.477153	0.475893	0.467317	0.46732	0.468916	0.46967	0.469825	0.470032	0.471092	0.5	0.472149	0.473974	0.473233	0.455019	0.454458	0.460052	0.46196	0.463319	0.464428	0.464423	0.464865	0.460969	0.461172	0.459061	0.46016	0.457491	0.457821	0.374884	0.380756	0.382109	0.390329	0.392611	0.396488	0.39071	0.398687
Pacuta_ATAC_TP3_1041	0.0227722	0.0148451	0.0167626	0.0175734	0.017584	0.018717	0.0228324	0.0218319	0.021865	0.0202432	0	0.000509275	0.0169538	0.0194734	0.0200649	0.0216535	0.0215605	0.0164519	0.0194302	0.0197638	0.009293	0.0114589	0.0118183	0.0133073	0.0173894	0.0199772	0.017268	0.01771	0.0152275	0.0154275	0.00753479	0.00911837	0.194439	0.166662	0.21226	0.211584	0.229032	0.246012	0.247207	0.247361	0.246619	0.246963	0.248861	0.246579	0.247789	0.249843	0.249365	0.249806	0.250958	0.250835	0.242568	0.242789	0.243746	0.244081	0.243618	0.244524	0.244073	0.22673	0.252317	0.232198	0.233563	0.235307	0.237461	0.239752	0.291618	0.273405	0.278529	0.280505	0.282701	0.286092	0.286011	0.274418	0.278344	0.277817	0.287619	0.286019	0.287061	0.288732	0.291996	0.291804	0.277318	0.277771	0.27612	0.273311	0.271143	0.2852	0.286199	0.287534	0.288235	0.288151	0.287867	0.288094	0.277359	0.276956	0.279053	0.277534	0.28026	0.28235	0.281849	0.285487	0.284075	0.280503	0.280869	0.279211	0.278787	0.279261	0.289699	0.317039	0.298973	0.469259	0.473946	0.471335	0.472605	0.47373	0.473571	0.473877	0.476041	0.474722	0.466463	0.466719	0.468643	0.469083	0.469552	0.469716	0.5	0.471092	0.471429	0.473406	0.472469	0.455217	0.454202	0.459909	0.462022	0.462854	0.464089	0.464599	0.464416	0.460773	0.460705	0.458861	0.460062	0.457674	0.457885	0.374405	0.379534	0.381029	0.389734	0.392365	0.395909	0.389968	0.397938
Pacuta_HTHC_TP9_2202	0.0219568	0.0141067	0.0159556	0.0168125	0.0168682	0.018087	0.0220615	0.0209671	0.0210902	0.0194104	0	0	0.0159092	0.0184225	0.0190269	0.0207633	0.02051	0.0153048	0.0183707	0.0187795	0.00819578	0.0103816	0.0107574	0.0121094	0.0168369	0.0195859	0.0167625	0.0172406	0.0148047	0.0151006	0.00686697	0.0083645	0.193493	0.165726	0.212185	0.210987	0.228506	0.245708	0.246714	0.24705	0.246177	0.246535	0.248569	0.245884	0.247442	0.249529	0.248967	0.249296	0.250434	0.250494	0.242353	0.242147	0.243498	0.243762	0.243457	0.244215	0.243688	0.226499	0.251953	0.231874	0.23326	0.234966	0.237074	0.239398	0.291128	0.272911	0.278411	0.280069	0.28234	0.285552	0.285782	0.274159	0.277844	0.27761	0.28704	0.285438	0.28651	0.288244	0.291068	0.291239	0.276852	0.277547	0.276032	0.272962	0.271238	0.285053	0.285987	0.287397	0.287847	0.287987	0.287663	0.287801	0.277364	0.276832	0.278875	0.277568	0.280613	0.282008	0.282155	0.285231	0.283697	0.280223	0.280493	0.27895	0.278748	0.279379	0.289053	0.317115	0.298842	0.468256	0.473035	0.470689	0.471869	0.472305	0.472511	0.472822	0.475745	0.474069	0.465319	0.466986	0.467699	0.467702	0.468642	0.5	0.469716	0.470032	0.470641	0.472133	0.471653	0.454752	0.453857	0.459286	0.462065	0.462297	0.464606	0.463814	0.463877	0.459982	0.459964	0.45896	0.460468	0.457305	0.457466	0.374292	0.378823	0.380733	0.389738	0.39187	0.395137	0.389621	0.397425
Pacuta_HTHC_TP8_2304	0.0207792	0.012844	0.0149931	0.0158336	0.0156358	0.0168478	0.0209139	0.0198461	0.020042	0.0183714	0	0	0.0149103	0.0173831	0.0180866	0.0197251	0.0196017	0.0142906	0.0174299	0.0178083	0.00723294	0.00939945	0.00981116	0.0111763	0.015649	0.0183769	0.0154768	0.0158657	0.0135288	0.0137159	0.00591035	0.00736815	0.192358	0.164309	0.210775	0.209875	0.227126	0.244962	0.246069	0.246229	0.24545	0.24584	0.247695	0.245071	0.246416	0.248637	0.248169	0.248426	0.249395	0.249745	0.24151	0.241471	0.242695	0.242917	0.242473	0.243347	0.242768	0.22548	0.251034	0.230584	0.232384	0.233873	0.236277	0.238626	0.289756	0.271742	0.277254	0.278926	0.281295	0.284576	0.284552	0.273202	0.276994	0.276704	0.286488	0.285022	0.286044	0.287746	0.290817	0.290851	0.276179	0.27715	0.275561	0.272258	0.270629	0.284105	0.285126	0.286598	0.287201	0.287385	0.286959	0.287238	0.276648	0.275804	0.278223	0.276877	0.279893	0.281282	0.281387	0.284499	0.283152	0.27936	0.279872	0.278328	0.277984	0.278665	0.287457	0.316183	0.298351	0.467949	0.472418	0.47017	0.471681	0.471789	0.471976	0.472202	0.474648	0.473577	0.464611	0.465849	0.467059	0.467201	0.5	0.468642	0.469552	0.469825	0.470071	0.471248	0.4709	0.453901	0.452897	0.458789	0.461489	0.462046	0.463572	0.463149	0.463168	0.459167	0.459362	0.458029	0.459603	0.456873	0.456621	0.373355	0.377488	0.379175	0.388611	0.391199	0.394214	0.388261	0.396178
Pacuta_HTHC_TP6_1595	0.0204213	0.0125344	0.0144825	0.0152831	0.0151516	0.0164642	0.0204601	0.0195545	0.0195103	0.0178653	0	0	0.0142509	0.0167491	0.0174338	0.0191433	0.0188077	0.0137286	0.0167513	0.0170264	0.00668583	0.00855482	0.00922003	0.0105529	0.0145422	0.0173123	0.0145569	0.0149237	0.0124159	0.0127364	0.00462953	0.00634911	0.192049	0.16401	0.211001	0.209726	0.22739	0.245071	0.246063	0.246407	0.24589	0.245981	0.247977	0.245562	0.246861	0.248897	0.248365	0.24874	0.249959	0.249919	0.241401	0.241701	0.242699	0.242767	0.242512	0.243537	0.242926	0.225342	0.251276	0.23091	0.232737	0.234328	0.236423	0.238569	0.289986	0.272755	0.277532	0.279371	0.281795	0.284842	0.28487	0.273183	0.276848	0.27666	0.286158	0.284918	0.28599	0.287678	0.290474	0.290468	0.275695	0.276391	0.275069	0.272041	0.270246	0.28391	0.284989	0.28615	0.286724	0.286815	0.286261	0.286796	0.276001	0.275413	0.277587	0.276271	0.279159	0.281055	0.280617	0.284324	0.282784	0.278953	0.279544	0.278195	0.277427	0.278005	0.287674	0.316335	0.298482	0.467642	0.47202	0.469778	0.470814	0.47151	0.47189	0.471953	0.474151	0.473117	0.465082	0.465087	0.466692	0.5	0.467201	0.467702	0.469083	0.46967	0.469817	0.471458	0.471064	0.453071	0.452385	0.457867	0.460342	0.4611	0.462521	0.462058	0.462512	0.459169	0.458854	0.457681	0.458341	0.455371	0.455963	0.372588	0.379051	0.379894	0.388224	0.39034	0.394485	0.388479	0.396385
Pacuta_HTHC_TP3_1227	0.0199551	0.0120428	0.0140005	0.014838	0.0146217	0.0160141	0.0199998	0.0190484	0.0189682	0.0174671	0	0	0.0138786	0.0163206	0.0170775	0.0187637	0.0184789	0.0132567	0.0163199	0.0166581	0.00624354	0.00823151	0.00861518	0.0100275	0.014312	0.0170704	0.0142605	0.0146694	0.0122031	0.0124727	0.00427561	0.00604139	0.191819	0.163716	0.210673	0.209558	0.227138	0.244902	0.24611	0.246368	0.245553	0.245987	0.247788	0.245368	0.246782	0.248831	0.248226	0.248604	0.249777	0.249756	0.241567	0.241578	0.242639	0.242927	0.242675	0.243518	0.243089	0.225544	0.251326	0.231028	0.232303	0.234406	0.236489	0.238701	0.289764	0.272014	0.277165	0.279253	0.281179	0.284671	0.284744	0.273029	0.276985	0.276374	0.286452	0.284672	0.286093	0.287638	0.29049	0.290583	0.276248	0.276769	0.275003	0.272347	0.270282	0.283713	0.284916	0.286291	0.286856	0.286854	0.2864	0.286844	0.276386	0.275831	0.277997	0.276696	0.279298	0.281266	0.280665	0.284181	0.282667	0.279214	0.279809	0.278107	0.277782	0.278129	0.287367	0.315937	0.298319	0.467155	0.471705	0.469433	0.47024	0.471331	0.471651	0.47176	0.473858	0.472555	0.464476	0.464955	0.5	0.466692	0.467059	0.467699	0.468643	0.468916	0.469217	0.471124	0.469994	0.453569	0.452213	0.458427	0.46062	0.461328	0.461931	0.462849	0.462685	0.459377	0.459088	0.456893	0.458416	0.45607	0.456651	0.373075	0.378315	0.379621	0.388677	0.390807	0.394264	0.388438	0.396202
Pacuta_HTAC_TP10_2064	0.0188701	0.0112768	0.0129861	0.0139531	0.0139065	0.0150968	0.0191519	0.0181528	0.01813	0.0165652	0	0	0.0129124	0.0152103	0.0158943	0.0175258	0.0174825	0.0121656	0.0150929	0.0156962	0.00503842	0.007171	0.00762312	0.00888123	0.0134852	0.0161716	0.0134684	0.0138278	0.0114579	0.0115961	0.00338752	0.00506962	0.190716	0.162816	0.210007	0.208821	0.226524	0.243979	0.244948	0.245468	0.244381	0.24488	0.246923	0.244248	0.245512	0.247772	0.247328	0.247467	0.24862	0.248851	0.240419	0.240439	0.241625	0.241791	0.241636	0.242274	0.241822	0.224575	0.250273	0.229674	0.231593	0.233122	0.235299	0.237677	0.288845	0.271267	0.276616	0.278418	0.280508	0.283893	0.283848	0.272399	0.276122	0.275749	0.28509	0.28366	0.284582	0.286425	0.289222	0.289385	0.275091	0.275822	0.274564	0.271249	0.269375	0.283576	0.28428	0.285698	0.285952	0.286072	0.285669	0.286183	0.275406	0.274891	0.277013	0.275316	0.278744	0.280091	0.280363	0.283533	0.28184	0.278255	0.278576	0.277481	0.276996	0.27772	0.286348	0.315671	0.297454	0.465588	0.469859	0.468818	0.469197	0.469245	0.469515	0.469552	0.47232	0.471985	0.462616	0.5	0.464955	0.465087	0.465849	0.466986	0.466719	0.46732	0.467523	0.469332	0.468722	0.452063	0.451508	0.457606	0.459657	0.459718	0.462207	0.461269	0.460812	0.456783	0.457166	0.45644	0.457975	0.454257	0.455137	0.371882	0.376719	0.378526	0.387634	0.390017	0.393157	0.387572	0.395061
Pacuta_ATAC_TP7_2413	0.0168825	0.00881559	0.0107985	0.0116356	0.0114641	0.012724	0.0168421	0.0158315	0.0158182	0.0142152	0	0	0.0107506	0.0133058	0.0138293	0.0156678	0.0154083	0.0103616	0.0132425	0.0136635	0.00300476	0.00519037	0.00566813	0.00703517	0.0117561	0.0145339	0.0116254	0.0120634	0.00954428	0.00973586	0.00172817	0.00323891	0.189318	0.160818	0.208691	0.207135	0.224974	0.243	0.243944	0.244201	0.243649	0.243947	0.245709	0.243549	0.244909	0.24685	0.246215	0.246574	0.247804	0.247731	0.239312	0.239599	0.240462	0.240882	0.240403	0.24139	0.240793	0.223357	0.249157	0.228989	0.230198	0.232182	0.234351	0.236602	0.288085	0.27066	0.275496	0.277275	0.279334	0.282854	0.282892	0.270891	0.274759	0.274297	0.284847	0.28314	0.28443	0.286017	0.288668	0.288711	0.274307	0.274581	0.273172	0.270425	0.268428	0.282521	0.283693	0.284662	0.285392	0.285254	0.284932	0.285308	0.274585	0.273732	0.275953	0.274679	0.277496	0.279444	0.279278	0.282568	0.281083	0.277328	0.277721	0.276928	0.275811	0.276225	0.285345	0.314615	0.296787	0.466002	0.469532	0.467822	0.468493	0.469458	0.469551	0.469521	0.471737	0.470418	0.5	0.462616	0.464476	0.465082	0.464611	0.465319	0.466463	0.467317	0.467813	0.469199	0.4688	0.451156	0.450462	0.455882	0.457827	0.459231	0.460265	0.460225	0.460605	0.456696	0.457061	0.45539	0.456226	0.453193	0.454169	0.371052	0.377534	0.378376	0.386897	0.388675	0.39254	0.387196	0.39472
Pacuta_HTHC_TP8_1709	0.0324865	0.0249055	0.0267053	0.0275108	0.0274055	0.0286294	0.0327143	0.0316932	0.0315653	0.0300227	0	0.0107449	0.026912	0.0293194	0.0299889	0.0317273	0.0315646	0.0263952	0.0293652	0.0297815	0.0195608	0.0214922	0.0220875	0.0233926	0.0276274	0.0303912	0.0275462	0.0281155	0.0255647	0.025729	0.0178491	0.0195477	0.201571	0.174565	0.21776	0.217698	0.235567	0.251352	0.25158	0.251863	0.251299	0.251423	0.253742	0.250916	0.252768	0.254922	0.254643	0.254735	0.25591	0.256289	0.247012	0.247167	0.248129	0.248376	0.248034	0.248917	0.248361	0.231041	0.257333	0.236354	0.238055	0.239584	0.24171	0.243819	0.297212	0.278572	0.283097	0.284551	0.287149	0.290957	0.29117	0.278418	0.282368	0.282138	0.292433	0.291067	0.291859	0.293841	0.297565	0.297482	0.281544	0.282543	0.280607	0.277407	0.275605	0.290493	0.291575	0.293093	0.293657	0.293705	0.29329	0.293648	0.281704	0.280881	0.283485	0.281829	0.285018	0.286572	0.286642	0.290216	0.288659	0.284549	0.28494	0.283866	0.283288	0.283844	0.296237	0.322261	0.303476	0.475345	0.480757	0.47926	0.479692	0.480177	0.480135	0.480336	0.483507	0.5	0.470418	0.471985	0.472555	0.473117	0.473577	0.474069	0.474722	0.475893	0.476224	0.478099	0.477795	0.458343	0.457731	0.463917	0.466161	0.4665	0.468725	0.468375	0.467971	0.463895	0.463905	0.463134	0.464034	0.460661	0.461676	0.378493	0.384966	0.384976	0.393572	0.396014	0.400046	0.39531	0.403811
Pacuta_HTAC_TP9_1696	0.0330828	0.0255328	0.0274331	0.0281446	0.0280366	0.0292354	0.0333015	0.0321468	0.032267	0.0306212	0	0.0114648	0.0275075	0.0299596	0.0305573	0.0323595	0.0322204	0.0269487	0.0299006	0.0304113	0.0201248	0.0220944	0.0227639	0.023921	0.0282304	0.0310003	0.0281589	0.0287349	0.0262565	0.0265131	0.0185473	0.0203016	0.202351	0.175345	0.218198	0.218613	0.236384	0.251735	0.252077	0.252523	0.251606	0.251892	0.253968	0.251426	0.253309	0.255408	0.254993	0.255487	0.256535	0.256838	0.24727	0.247632	0.24865	0.248906	0.248569	0.249514	0.248908	0.231734	0.257852	0.237077	0.238591	0.240241	0.242195	0.244384	0.297981	0.278741	0.283355	0.285045	0.287431	0.29143	0.291485	0.278811	0.282735	0.282267	0.293091	0.291686	0.292615	0.294483	0.298351	0.29859	0.282517	0.283019	0.281008	0.278084	0.276181	0.291206	0.292317	0.293831	0.294245	0.294295	0.293924	0.294322	0.282282	0.281646	0.28396	0.282483	0.285804	0.287246	0.287282	0.290839	0.289367	0.285172	0.285755	0.284487	0.283857	0.28439	0.29689	0.32276	0.304258	0.476262	0.482388	0.479542	0.480702	0.481517	0.481565	0.481635	0.5	0.483507	0.471737	0.47232	0.473858	0.474151	0.474648	0.475745	0.476041	0.477153	0.477353	0.479268	0.479133	0.459174	0.458177	0.464669	0.467247	0.467791	0.469837	0.46874	0.468917	0.465262	0.465353	0.464147	0.465405	0.461727	0.46233	0.379136	0.385001	0.385338	0.394368	0.396807	0.400909	0.396175	0.404507
Pacuta_ATHC_TP3_2534	0.0299764	0.0222247	0.0241417	0.0248758	0.0247109	0.0260505	0.030064	0.0289786	0.0290359	0.027499	0	0.00806594	0.0240493	0.0264695	0.0270293	0.0288771	0.0286226	0.023403	0.0264167	0.0268324	0.0166259	0.018508	0.0190752	0.020385	0.0247199	0.0273909	0.0246312	0.0250902	0.0226851	0.022882	0.0151096	0.0166309	0.199692	0.172458	0.216232	0.216403	0.233923	0.249911	0.25026	0.250561	0.250048	0.250303	0.2523	0.24997	0.251608	0.25372	0.2532	0.253525	0.254836	0.254782	0.245739	0.24596	0.246907	0.247318	0.246902	0.247824	0.247221	0.229837	0.256022	0.235255	0.236857	0.238563	0.240548	0.242855	0.295396	0.277069	0.281559	0.2837	0.285796	0.289703	0.289845	0.277267	0.281006	0.280478	0.291122	0.289515	0.290601	0.29243	0.296096	0.296194	0.280563	0.281068	0.279112	0.276446	0.274067	0.289425	0.290318	0.291666	0.292431	0.292253	0.292093	0.292315	0.280532	0.27988	0.282236	0.280649	0.283695	0.285615	0.285258	0.288959	0.287268	0.2832	0.283874	0.282695	0.28204	0.282436	0.294175	0.320939	0.302439	0.474482	0.479602	0.476868	0.477644	0.47846	0.478921	0.5	0.481635	0.480336	0.469521	0.469552	0.47176	0.471953	0.472202	0.472822	0.473877	0.474663	0.475158	0.477329	0.476621	0.457468	0.456567	0.462915	0.464764	0.465969	0.467248	0.466861	0.467391	0.463439	0.463318	0.461301	0.462824	0.45962	0.460159	0.377323	0.383697	0.383572	0.39268	0.395219	0.398936	0.394156	0.402312
Pacuta_HTAC_TP5_1707	0.0296231	0.021906	0.0238681	0.0245196	0.0242747	0.0256481	0.0296813	0.0286893	0.0286113	0.0271091	0	0.0077167	0.0235871	0.0261259	0.0266509	0.0283975	0.028146	0.0231228	0.0260644	0.0263984	0.0160692	0.0181275	0.0187011	0.0199405	0.0241425	0.0268562	0.0240824	0.024577	0.0220378	0.0222411	0.0143919	0.016025	0.199217	0.171933	0.215854	0.215874	0.233331	0.249367	0.249871	0.250275	0.249473	0.249812	0.251789	0.24954	0.251275	0.253284	0.252763	0.253275	0.254376	0.254285	0.245275	0.245693	0.246481	0.246641	0.24653	0.247298	0.246816	0.229315	0.255634	0.234924	0.236161	0.238118	0.240216	0.242484	0.295061	0.276936	0.281366	0.283182	0.285525	0.289437	0.289689	0.277012	0.28072	0.280296	0.290985	0.289489	0.290598	0.292285	0.295943	0.295982	0.280275	0.280644	0.279083	0.276163	0.274013	0.288971	0.290353	0.291516	0.292188	0.29207	0.291817	0.292158	0.280288	0.279785	0.28207	0.280502	0.283427	0.285314	0.284974	0.288666	0.287199	0.283209	0.283878	0.28251	0.281944	0.282287	0.294203	0.320717	0.302405	0.474191	0.479095	0.476492	0.477687	0.479106	0.5	0.478921	0.481565	0.480135	0.469551	0.469515	0.471651	0.47189	0.471976	0.472511	0.473571	0.474745	0.474841	0.476929	0.476332	0.457201	0.456259	0.46246	0.464281	0.465496	0.466907	0.466801	0.467265	0.4636	0.463152	0.461505	0.46255	0.45959	0.460208	0.377006	0.384049	0.383831	0.392182	0.394566	0.398824	0.393901	0.402405
Pacuta_ATAC_TP4_1762	0.0292929	0.0215841	0.0232678	0.0243259	0.0240277	0.025322	0.0293303	0.0283201	0.0283364	0.0267187	0	0.00735218	0.0237005	0.0262154	0.0268896	0.0284223	0.0283839	0.0233658	0.0261421	0.0265785	0.0163241	0.0182602	0.0188128	0.0200638	0.0242526	0.0269073	0.0241105	0.0246051	0.0220543	0.0222253	0.0143227	0.0160805	0.199496	0.172161	0.215982	0.216113	0.233825	0.249598	0.250109	0.250467	0.249723	0.250077	0.25218	0.249744	0.251552	0.253504	0.253087	0.253415	0.254492	0.254545	0.245498	0.245793	0.246861	0.247043	0.246724	0.247497	0.247099	0.22972	0.255967	0.235116	0.236403	0.238358	0.240546	0.242581	0.295467	0.277284	0.281646	0.283564	0.285714	0.289828	0.289952	0.277305	0.281242	0.280685	0.291032	0.28963	0.29072	0.292159	0.296022	0.296256	0.280268	0.280735	0.279093	0.276208	0.27406	0.288981	0.290355	0.291656	0.292309	0.292469	0.29202	0.29202	0.28033	0.279829	0.282046	0.280476	0.283558	0.28544	0.284927	0.288694	0.287263	0.283478	0.283912	0.282623	0.281776	0.282162	0.294016	0.320699	0.302347	0.474317	0.478766	0.476738	0.477963	0.5	0.479106	0.47846	0.481517	0.480177	0.469458	0.469245	0.471331	0.47151	0.471789	0.472305	0.47373	0.474564	0.474541	0.476867	0.475704	0.457324	0.455857	0.462564	0.463817	0.465291	0.466643	0.466689	0.466681	0.462991	0.462777	0.46125	0.462308	0.459844	0.45999	0.376933	0.383895	0.383704	0.391967	0.39438	0.398692	0.394191	0.402695
Pacuta_HTAC_TP11_1596	0.0300059	0.0222255	0.0240475	0.0249238	0.0247352	0.0261485	0.0301639	0.0290817	0.029039	0.0274463	0	0.00824721	0.0240088	0.0264846	0.027138	0.0287839	0.0286988	0.0234714	0.0265109	0.0269381	0.0166332	0.0185388	0.0192215	0.0205043	0.0246035	0.0273242	0.0244824	0.0250117	0.0225977	0.0227389	0.0149921	0.0163712	0.199092	0.17187	0.215923	0.215778	0.233503	0.250247	0.25001	0.250282	0.24968	0.24997	0.252032	0.249343	0.251154	0.25364	0.253106	0.253196	0.254373	0.254747	0.24565	0.2454	0.246461	0.246859	0.24643	0.247527	0.246649	0.229338	0.256111	0.234842	0.236606	0.237918	0.240303	0.242345	0.295219	0.27674	0.281297	0.282851	0.285273	0.289078	0.289185	0.276794	0.280623	0.280362	0.290692	0.289376	0.290091	0.291976	0.295589	0.295779	0.279995	0.280965	0.279033	0.275642	0.273943	0.289084	0.289843	0.291819	0.291709	0.291783	0.29134	0.291822	0.27998	0.279373	0.281835	0.280242	0.283529	0.284927	0.28525	0.28854	0.286907	0.282881	0.28339	0.282209	0.281648	0.282181	0.293764	0.321041	0.301803	0.474322	0.477951	0.476881	0.5	0.477963	0.477687	0.477644	0.480702	0.479692	0.468493	0.469197	0.47024	0.470814	0.471681	0.471869	0.472605	0.47335	0.474026	0.476018	0.475301	0.456903	0.455299	0.461256	0.463834	0.464558	0.467214	0.465363	0.465884	0.461898	0.461904	0.461278	0.462399	0.458965	0.459461	0.376319	0.382098	0.382669	0.391846	0.394393	0.398265	0.39367	0.401635
