RetainedRef	DuplicateRef
Pocillopora_acuta_KBHIv2___RNAseq.g27468.t1	Pocillopora_acuta_KBHIv2___RNAseq.g27464.t1
Pocillopora_acuta_KBHIv2___RNAseq.g18173.t1	Pocillopora_acuta_KBHIv2___RNAseq.g18667.t1
Pocillopora_acuta_KBHIv2___RNAseq.g26881.t2	Pocillopora_acuta_KBHIv2___RNAseq.g26882.t1
Pocillopora_acuta_KBHIv2___TS.g2473.t1	Pocillopora_acuta_KBHIv2___TS.g2191.t1
Pocillopora_acuta_KBHIv2___RNAseq.g23537.t1	Pocillopora_acuta_KBHIv2___RNAseq.g10140.t1
Pocillopora_acuta_KBHIv2___RNAseq.g18390.t1	Pocillopora_acuta_KBHIv2___RNAseq.g18882.t1
Pocillopora_acuta_KBHIv2___RNAseq.g20895.t1	Pocillopora_acuta_KBHIv2___RNAseq.g20076.t1
Pocillopora_acuta_KBHIv2___RNAseq.g20202.t1	Pocillopora_acuta_KBHIv2___RNAseq.g20212.t1
Pocillopora_acuta_KBHIv2___TS.g12789.t1	Pocillopora_acuta_KBHIv2___TS.g12784.t1
Pocillopora_acuta_KBHIv2___RNAseq.g18679.t1	Pocillopora_acuta_KBHIv2___RNAseq.g14100.t1
Pocillopora_acuta_KBHIv2___TS.g5760.t1	Pocillopora_acuta_KBHIv2___TS.g23082.t1
Pocillopora_acuta_KBHIv2___TS.g5760.t1	Pocillopora_acuta_KBHIv2___TS.g5758.t1
Pocillopora_acuta_KBHIv2___RNAseq.g14392.t1	Pocillopora_acuta_KBHIv2___RNAseq.g22162.t1
Pocillopora_acuta_KBHIv2___RNAseq.g17638.t1	Pocillopora_acuta_KBHIv2___RNAseq.g17635.t1
Pocillopora_acuta_KBHIv2___TS.g11866.t2	Pocillopora_acuta_KBHIv2___TS.g14857.t2
Pocillopora_acuta_KBHIv2___RNAseq.g3008.t1	Pocillopora_acuta_KBHIv2___RNAseq.g30067.t1
Pocillopora_acuta_KBHIv2___RNAseq.g10740.t1	Pocillopora_acuta_KBHIv2___RNAseq.g13324.t1
Pocillopora_acuta_KBHIv2___RNAseq.g10740.t1	Pocillopora_acuta_KBHIv2___RNAseq.g12422.t1
Pocillopora_acuta_KBHIv2___RNAseq.g10740.t1	Pocillopora_acuta_KBHIv2___RNAseq.g18599.t1
Pocillopora_acuta_KBHIv2___RNAseq.g10740.t1	Pocillopora_acuta_KBHIv2___RNAseq.g31362.t1
Pocillopora_acuta_KBHIv2___RNAseq.g10740.t1	Pocillopora_acuta_KBHIv2___TS.g19969.t1
Pocillopora_acuta_KBHIv2___RNAseq.g10740.t1	Pocillopora_acuta_KBHIv2___RNAseq.g1143.t1
Pocillopora_acuta_KBHIv2___RNAseq.g10740.t1	Pocillopora_acuta_KBHIv2___RNAseq.g8480.t1
Pocillopora_acuta_KBHIv2___RNAseq.g10740.t1	Pocillopora_acuta_KBHIv2___RNAseq.g5111.t1
Pocillopora_acuta_KBHIv2___RNAseq.g10740.t1	Pocillopora_acuta_KBHIv2___RNAseq.g24218.t1
Pocillopora_acuta_KBHIv2___RNAseq.g10740.t1	Pocillopora_acuta_KBHIv2___RNAseq.g12952.t1
Pocillopora_acuta_KBHIv2___RNAseq.g10740.t1	Pocillopora_acuta_KBHIv2___TS.g27765.t1
Pocillopora_acuta_KBHIv2___RNAseq.g6103.t1	Pocillopora_acuta_KBHIv2___RNAseq.g8558.t1
Pocillopora_acuta_KBHIv2___RNAseq.g6103.t1	Pocillopora_acuta_KBHIv2___RNAseq.g6111.t1
Pocillopora_acuta_KBHIv2___RNAseq.g6103.t1	Pocillopora_acuta_KBHIv2___RNAseq.g4266.t1
Pocillopora_acuta_KBHIv2___RNAseq.g6103.t1	Pocillopora_acuta_KBHIv2___RNAseq.g9652.t1
Pocillopora_acuta_KBHIv2___RNAseq.g6103.t1	Pocillopora_acuta_KBHIv2___RNAseq.g25610.t1
Pocillopora_acuta_KBHIv2___RNAseq.g6103.t1	Pocillopora_acuta_KBHIv2___RNAseq.g31152.t1
Pocillopora_acuta_KBHIv2___RNAseq.g6103.t1	Pocillopora_acuta_KBHIv2___RNAseq.g29757.t1
Pocillopora_acuta_KBHIv2___RNAseq.g6103.t1	Pocillopora_acuta_KBHIv2___RNAseq.g18240.t1
Pocillopora_acuta_KBHIv2___TS.g2096.t1	Pocillopora_acuta_KBHIv2___TS.g4060.t1
Pocillopora_acuta_KBHIv2___TS.g2096.t1	Pocillopora_acuta_KBHIv2___RNAseq.g27077.t1
Pocillopora_acuta_KBHIv2___TS.g2096.t1	Pocillopora_acuta_KBHIv2___RNAseq.g14861.t1
Pocillopora_acuta_KBHIv2___TS.g2096.t1	Pocillopora_acuta_KBHIv2___RNAseq.g576.t1
Pocillopora_acuta_KBHIv2___RNAseq.g18322.t1	Pocillopora_acuta_KBHIv2___RNAseq.g20165.t1
Pocillopora_acuta_KBHIv2___TS.g11742.t1	Pocillopora_acuta_KBHIv2___RNAseq.g26488.t1
Pocillopora_acuta_KBHIv2___RNAseq.g26835.t1	Pocillopora_acuta_KBHIv2___RNAseq.g14882.t1
Pocillopora_acuta_KBHIv2___TS.g23054.t1	Pocillopora_acuta_KBHIv2___TS.g11808.t1
Pocillopora_acuta_KBHIv2___TS.g23054.t1	Pocillopora_acuta_KBHIv2___TS.g29626.t1
Pocillopora_acuta_KBHIv2___RNAseq.g23301.t1	Pocillopora_acuta_KBHIv2___RNAseq.g23246.t1
Pocillopora_acuta_KBHIv2___TS.g29922.t1b	Pocillopora_acuta_KBHIv2___TS.g19424.t1b
Pocillopora_acuta_KBHIv2___TS.g1193.t1	Pocillopora_acuta_KBHIv2___TS.g23814.t1
Pocillopora_acuta_KBHIv2___RNAseq.g20909.t1	Pocillopora_acuta_KBHIv2___RNAseq.g5835.t1
Pocillopora_acuta_KBHIv2___RNAseq.g18256.t1	Pocillopora_acuta_KBHIv2___RNAseq.g5850.t1
Pocillopora_acuta_KBHIv2___RNAseq.g18256.t1	Pocillopora_acuta_KBHIv2___RNAseq.g24084.t1
Pocillopora_acuta_KBHIv2___RNAseq.g18256.t1	Pocillopora_acuta_KBHIv2___RNAseq.g9531.t1
Pocillopora_acuta_KBHIv2___RNAseq.g18256.t1	Pocillopora_acuta_KBHIv2___RNAseq.g29587.t1
Pocillopora_acuta_KBHIv2___RNAseq.g18256.t1	Pocillopora_acuta_KBHIv2___RNAseq.g18269.t1
Pocillopora_acuta_KBHIv2___RNAseq.g18256.t1	Pocillopora_acuta_KBHIv2___RNAseq.g18265.t1
Pocillopora_acuta_KBHIv2___RNAseq.g18256.t1	Pocillopora_acuta_KBHIv2___RNAseq.g4109.t1
Pocillopora_acuta_KBHIv2___RNAseq.g30125.t1	Pocillopora_acuta_KBHIv2___RNAseq.g1439.t1
Pocillopora_acuta_KBHIv2___RNAseq.g30068.t1	Pocillopora_acuta_KBHIv2___RNAseq.28558_t
Pocillopora_acuta_KBHIv2___RNAseq.g18038.t3a	Pocillopora_acuta_KBHIv2___RNAseq.g12675.t1a
Pocillopora_acuta_KBHIv2___RNAseq.g18881.t1	Pocillopora_acuta_KBHIv2___RNAseq.g18389.t1
Pocillopora_acuta_KBHIv2___RNAseq.g4579.t1	Pocillopora_acuta_KBHIv2___RNAseq.g31291.t1
Pocillopora_acuta_KBHIv2___RNAseq.g17345.t1	Pocillopora_acuta_KBHIv2___RNAseq.g17336.t1
Pocillopora_acuta_KBHIv2___RNAseq.g17345.t1	Pocillopora_acuta_KBHIv2___RNAseq.g23528.t1
Pocillopora_acuta_KBHIv2___RNAseq.g15764.t1	Pocillopora_acuta_KBHIv2___RNAseq.g15747.t1
Pocillopora_acuta_KBHIv2___TS.g30561.t1b	Pocillopora_acuta_KBHIv2___RNAseq.8839_t
Pocillopora_acuta_KBHIv2___RNAseq.g8609.t1	Pocillopora_acuta_KBHIv2___RNAseq.g8606.t1
Pocillopora_acuta_KBHIv2___RNAseq.g27228.t1	Pocillopora_acuta_KBHIv2___RNAseq.g27227.t1
Pocillopora_acuta_KBHIv2___RNAseq.26145_t	Pocillopora_acuta_KBHIv2___TS.g836.t1
Pocillopora_acuta_KBHIv2___TS.g19030.t1	Pocillopora_acuta_KBHIv2___RNAseq.g28624.t1
Pocillopora_acuta_KBHIv2___TS.g19030.t1	Pocillopora_acuta_KBHIv2___RNAseq.g29695.t1
Pocillopora_acuta_KBHIv2___TS.g19030.t1	Pocillopora_acuta_KBHIv2___RNAseq.g19446.t1
Pocillopora_acuta_KBHIv2___TS.g19030.t1	Pocillopora_acuta_KBHIv2___RNAseq.g19444.t1
Pocillopora_acuta_KBHIv2___TS.g19030.t1	Pocillopora_acuta_KBHIv2___RNAseq.g23383.t1
Pocillopora_acuta_KBHIv2___TS.g19030.t1	Pocillopora_acuta_KBHIv2___RNAseq.g11432.t1
Pocillopora_acuta_KBHIv2___TS.g19030.t1	Pocillopora_acuta_KBHIv2___RNAseq.g18275.t1
Pocillopora_acuta_KBHIv2___TS.g19030.t1	Pocillopora_acuta_KBHIv2___RNAseq.g19445.t1
Pocillopora_acuta_KBHIv2___RNAseq.g18792.t1	Pocillopora_acuta_KBHIv2___RNAseq.g31323.t1
Pocillopora_acuta_KBHIv2___RNAseq.g29994.t1	Pocillopora_acuta_KBHIv2___RNAseq.g26491.t1
Pocillopora_acuta_KBHIv2___TS.g11867.t1	Pocillopora_acuta_KBHIv2___TS.g14858.t1
Pocillopora_acuta_KBHIv2___RNAseq.g5626.t1	Pocillopora_acuta_KBHIv2___RNAseq.g20443.t1
Pocillopora_acuta_KBHIv2___RNAseq.g17872.t1	Pocillopora_acuta_KBHIv2___RNAseq.g29589.t1
Pocillopora_acuta_KBHIv2___RNAseq.g17872.t1	Pocillopora_acuta_KBHIv2___RNAseq.g14946.t1
Pocillopora_acuta_KBHIv2___RNAseq.g17872.t1	Pocillopora_acuta_KBHIv2___RNAseq.g3134.t1
Pocillopora_acuta_KBHIv2___RNAseq.g17872.t1	Pocillopora_acuta_KBHIv2___RNAseq.g18263.t1
Pocillopora_acuta_KBHIv2___RNAseq.g17872.t1	Pocillopora_acuta_KBHIv2___RNAseq.g9940.t1
Pocillopora_acuta_KBHIv2___RNAseq.g26083.t1	Pocillopora_acuta_KBHIv2___RNAseq.g26081.t1
Pocillopora_acuta_KBHIv2___RNAseq.g18835.t1	Pocillopora_acuta_KBHIv2___RNAseq.g18839.t1
Pocillopora_acuta_KBHIv2___RNAseq.g18835.t1	Pocillopora_acuta_KBHIv2___RNAseq.g18827.t1
Pocillopora_acuta_KBHIv2___RNAseq.g18835.t1	Pocillopora_acuta_KBHIv2___RNAseq.g18847.t1
Pocillopora_acuta_KBHIv2___RNAseq.g18835.t1	Pocillopora_acuta_KBHIv2___RNAseq.g18843.t1
Pocillopora_acuta_KBHIv2___RNAseq.g18835.t1	Pocillopora_acuta_KBHIv2___RNAseq.g18851.t1
Pocillopora_acuta_KBHIv2___RNAseq.g9701.t1	Pocillopora_acuta_KBHIv2___RNAseq.g18724.t1
Pocillopora_acuta_KBHIv2___TS.g5761.t1	Pocillopora_acuta_KBHIv2___TS.g22193.t1
Pocillopora_acuta_KBHIv2___RNAseq.g644.t1	Pocillopora_acuta_KBHIv2___RNAseq.g1953.t1
Pocillopora_acuta_KBHIv2___RNAseq.g1447.t1	Pocillopora_acuta_KBHIv2___RNAseq.g1445.t1
Pocillopora_acuta_KBHIv2___RNAseq.g1447.t1	Pocillopora_acuta_KBHIv2___RNAseq.g1449.t1
Pocillopora_acuta_KBHIv2___RNAseq.g1447.t1	Pocillopora_acuta_KBHIv2___RNAseq.g1446.t1
Pocillopora_acuta_KBHIv2___RNAseq.g1447.t1	Pocillopora_acuta_KBHIv2___RNAseq.g1448.t1
Pocillopora_acuta_KBHIv2___RNAseq.g6521.t1	Pocillopora_acuta_KBHIv2___RNAseq.g6520.t1
Pocillopora_acuta_KBHIv2___RNAseq.g22710.t1a	Pocillopora_acuta_KBHIv2___RNAseq.g22717.t1
Pocillopora_acuta_KBHIv2___RNAseq.g15053.t1	Pocillopora_acuta_KBHIv2___RNAseq.g15063.t1
Pocillopora_acuta_KBHIv2___RNAseq.g15053.t1	Pocillopora_acuta_KBHIv2___RNAseq.g15047.t1
Pocillopora_acuta_KBHIv2___RNAseq.g15053.t1	Pocillopora_acuta_KBHIv2___RNAseq.g15073.t1
Pocillopora_acuta_KBHIv2___RNAseq.g18233.t1	Pocillopora_acuta_KBHIv2___TS.g9660.t1
Pocillopora_acuta_KBHIv2___RNAseq.g15072.t1	Pocillopora_acuta_KBHIv2___RNAseq.g15052.t1
Pocillopora_acuta_KBHIv2___RNAseq.g15072.t1	Pocillopora_acuta_KBHIv2___RNAseq.g15062.t1
Pocillopora_acuta_KBHIv2___RNAseq.g15072.t1	Pocillopora_acuta_KBHIv2___RNAseq.g15046.t1
Pocillopora_acuta_KBHIv2___RNAseq.g14397.t1	Pocillopora_acuta_KBHIv2___RNAseq.g22177.t1
Pocillopora_acuta_KBHIv2___RNAseq.g3673.t1	Pocillopora_acuta_KBHIv2___RNAseq.g3672.t1
Pocillopora_acuta_KBHIv2___RNAseq.g16028.t1	Pocillopora_acuta_KBHIv2___RNAseq.g16036.t1
Pocillopora_acuta_KBHIv2___RNAseq.g20181.t1	Pocillopora_acuta_KBHIv2___RNAseq.g10131.t1
Pocillopora_acuta_KBHIv2___TS.g7974.t1	Pocillopora_acuta_KBHIv2___TS.g9216.t1
Pocillopora_acuta_KBHIv2___RNAseq.g25488.t1	Pocillopora_acuta_KBHIv2___RNAseq.g23500.t1
Pocillopora_acuta_KBHIv2___RNAseq.g25488.t1	Pocillopora_acuta_KBHIv2___RNAseq.g7512.t1
Pocillopora_acuta_KBHIv2___RNAseq.g16588.t1	Pocillopora_acuta_KBHIv2___RNAseq.g16558.t1
Pocillopora_acuta_KBHIv2___RNAseq.g19377.t1	Pocillopora_acuta_KBHIv2___RNAseq.g16445.t1
Pocillopora_acuta_KBHIv2___RNAseq.g29569.t1	Pocillopora_acuta_KBHIv2___RNAseq.g29572.t1
Pocillopora_acuta_KBHIv2___RNAseq.g4427.t1	Pocillopora_acuta_KBHIv2___RNAseq.g14691.t1
Pocillopora_acuta_KBHIv2___RNAseq.g20784.t1	Pocillopora_acuta_KBHIv2___RNAseq.g22072.t1
Pocillopora_acuta_KBHIv2___RNAseq.g17871.t1	Pocillopora_acuta_KBHIv2___RNAseq.g9939.t1
Pocillopora_acuta_KBHIv2___RNAseq.g17871.t1	Pocillopora_acuta_KBHIv2___RNAseq.g29588.t1
Pocillopora_acuta_KBHIv2___RNAseq.g17871.t1	Pocillopora_acuta_KBHIv2___RNAseq.g18266.t1
Pocillopora_acuta_KBHIv2___RNAseq.g17871.t1	Pocillopora_acuta_KBHIv2___RNAseq.g14945.t1
Pocillopora_acuta_KBHIv2___RNAseq.g17871.t1	Pocillopora_acuta_KBHIv2___RNAseq.g3133.t1
Pocillopora_acuta_KBHIv2___RNAseq.g17871.t1	Pocillopora_acuta_KBHIv2___RNAseq.g18262.t1
Pocillopora_acuta_KBHIv2___RNAseq.g31196.t1	Pocillopora_acuta_KBHIv2___RNAseq.g31193.t1
Pocillopora_acuta_KBHIv2___TS.g20274.t1	Pocillopora_acuta_KBHIv2___TS.g20279.t1
Pocillopora_acuta_KBHIv2___TS.g20274.t1	Pocillopora_acuta_KBHIv2___TS.g20284.t1
Pocillopora_acuta_KBHIv2___RNAseq.g6811.t1	Pocillopora_acuta_KBHIv2___RNAseq.g14078.t1
Pocillopora_acuta_KBHIv2___RNAseq.g26802.t1	Pocillopora_acuta_KBHIv2___RNAseq.g22077.t1
Pocillopora_acuta_KBHIv2___RNAseq.g26802.t1	Pocillopora_acuta_KBHIv2___RNAseq.g22577.t1
Pocillopora_acuta_KBHIv2___RNAseq.g26802.t1	Pocillopora_acuta_KBHIv2___TS.g27632.t1
Pocillopora_acuta_KBHIv2___RNAseq.g26802.t1	Pocillopora_acuta_KBHIv2___TS.g16289.t1
Pocillopora_acuta_KBHIv2___TS.g18245.t1	Pocillopora_acuta_KBHIv2___TS.g18249.t1
Pocillopora_acuta_KBHIv2___TS.g18245.t1	Pocillopora_acuta_KBHIv2___TS.g18258.t1
Pocillopora_acuta_KBHIv2___TS.g5425.t1	Pocillopora_acuta_KBHIv2___TS.g23270.t1
Pocillopora_acuta_KBHIv2___TS.g5425.t1	Pocillopora_acuta_KBHIv2___TS.g406.t1
Pocillopora_acuta_KBHIv2___RNAseq.g377.t1	Pocillopora_acuta_KBHIv2___RNAseq.g16316.t1
Pocillopora_acuta_KBHIv2___RNAseq.g377.t1	Pocillopora_acuta_KBHIv2___RNAseq.g12458.t1
Pocillopora_acuta_KBHIv2___RNAseq.g377.t1	Pocillopora_acuta_KBHIv2___RNAseq.g8753.t1
Pocillopora_acuta_KBHIv2___RNAseq.g377.t1	Pocillopora_acuta_KBHIv2___RNAseq.g18715.t1
Pocillopora_acuta_KBHIv2___RNAseq.g377.t1	Pocillopora_acuta_KBHIv2___RNAseq.g24077.t1
Pocillopora_acuta_KBHIv2___RNAseq.g377.t1	Pocillopora_acuta_KBHIv2___RNAseq.g12474.t1
Pocillopora_acuta_KBHIv2___RNAseq.g377.t1	Pocillopora_acuta_KBHIv2___RNAseq.g6757.t1
Pocillopora_acuta_KBHIv2___RNAseq.g377.t1	Pocillopora_acuta_KBHIv2___RNAseq.g8756.t1
Pocillopora_acuta_KBHIv2___RNAseq.g377.t1	Pocillopora_acuta_KBHIv2___RNAseq.g381.t1
Pocillopora_acuta_KBHIv2___RNAseq.g14391.t1	Pocillopora_acuta_KBHIv2___RNAseq.g22176.t1
Pocillopora_acuta_KBHIv2___RNAseq.g14391.t1	Pocillopora_acuta_KBHIv2___RNAseq.g22161.t1
Pocillopora_acuta_KBHIv2___RNAseq.g14391.t1	Pocillopora_acuta_KBHIv2___RNAseq.g22156.t1
Pocillopora_acuta_KBHIv2___RNAseq.g14391.t1	Pocillopora_acuta_KBHIv2___RNAseq.g14396.t1
Pocillopora_acuta_KBHIv2___RNAseq.g14391.t1	Pocillopora_acuta_KBHIv2___RNAseq.g22171.t1
Pocillopora_acuta_KBHIv2___RNAseq.g14391.t1	Pocillopora_acuta_KBHIv2___RNAseq.g22151.t1
Pocillopora_acuta_KBHIv2___RNAseq.g14391.t1	Pocillopora_acuta_KBHIv2___RNAseq.g22166.t1
Pocillopora_acuta_KBHIv2___RNAseq.g22718.t1	Pocillopora_acuta_KBHIv2___RNAseq.g22711.t1
Pocillopora_acuta_KBHIv2___RNAseq.g18172.t1	Pocillopora_acuta_KBHIv2___TS.g29923.t1
Pocillopora_acuta_KBHIv2___RNAseq.g26558.t1	Pocillopora_acuta_KBHIv2___RNAseq.g23668.t1
Pocillopora_acuta_KBHIv2___RNAseq.g22313.t1	Pocillopora_acuta_KBHIv2___RNAseq.g22326.t1
Pocillopora_acuta_KBHIv2___RNAseq.g27917.t1	Pocillopora_acuta_KBHIv2___RNAseq.g27913.t1
Pocillopora_acuta_KBHIv2___RNAseq.g27917.t1	Pocillopora_acuta_KBHIv2___RNAseq.g27915.t1
Pocillopora_acuta_KBHIv2___RNAseq.g29997.t1	Pocillopora_acuta_KBHIv2___RNAseq.g26487.t1
Pocillopora_acuta_KBHIv2___RNAseq.g18323.t1	Pocillopora_acuta_KBHIv2___RNAseq.g20166.t1
Pocillopora_acuta_KBHIv2___RNAseq.g23651.t1	Pocillopora_acuta_KBHIv2___RNAseq.g22032.t1
Pocillopora_acuta_KBHIv2___RNAseq.g14395.t1	Pocillopora_acuta_KBHIv2___RNAseq.g22165.t1
Pocillopora_acuta_KBHIv2___RNAseq.g14395.t1	Pocillopora_acuta_KBHIv2___RNAseq.g14390.t1
Pocillopora_acuta_KBHIv2___RNAseq.g14395.t1	Pocillopora_acuta_KBHIv2___RNAseq.g22160.t1
Pocillopora_acuta_KBHIv2___RNAseq.g14395.t1	Pocillopora_acuta_KBHIv2___RNAseq.g22155.t1
Pocillopora_acuta_KBHIv2___RNAseq.g8516.t1	Pocillopora_acuta_KBHIv2___RNAseq.g23679.t1
Pocillopora_acuta_KBHIv2___RNAseq.g20167.t1	Pocillopora_acuta_KBHIv2___RNAseq.g18324.t1
Pocillopora_acuta_KBHIv2___RNAseq.g18264.t1	Pocillopora_acuta_KBHIv2___RNAseq.g9941.t1
Pocillopora_acuta_KBHIv2___RNAseq.g18264.t1	Pocillopora_acuta_KBHIv2___RNAseq.g18268.t1
Pocillopora_acuta_KBHIv2___RNAseq.g18264.t1	Pocillopora_acuta_KBHIv2___RNAseq.g18255.t1
Pocillopora_acuta_KBHIv2___RNAseq.g18264.t1	Pocillopora_acuta_KBHIv2___RNAseq.g24083.t1
Pocillopora_acuta_KBHIv2___TS.g13471.t1	Pocillopora_acuta_KBHIv2___TS.g25816.t1
Pocillopora_acuta_KBHIv2___TS.g13471.t1	Pocillopora_acuta_KBHIv2___TS.g15814.t1
Pocillopora_acuta_KBHIv2___TS.g13471.t1	Pocillopora_acuta_KBHIv2___TS.g20146.t1
Pocillopora_acuta_KBHIv2___RNAseq.g8613.t1	Pocillopora_acuta_KBHIv2___RNAseq.g8602.t1
Pocillopora_acuta_KBHIv2___RNAseq.g6906.t1	Pocillopora_acuta_KBHIv2___RNAseq.g6907.t1
Pocillopora_acuta_KBHIv2___TS.g14750.t1	Pocillopora_acuta_KBHIv2___TS.g14760.t1
Pocillopora_acuta_KBHIv2___TS.g14750.t1	Pocillopora_acuta_KBHIv2___TS.g14744.t1
Pocillopora_acuta_KBHIv2___TS.g14750.t1	Pocillopora_acuta_KBHIv2___TS.g14770.t1
Pocillopora_acuta_KBHIv2___RNAseq.g30266.t1	Pocillopora_acuta_KBHIv2___RNAseq.g30269.t1
Pocillopora_acuta_KBHIv2___RNAseq.g30266.t1	Pocillopora_acuta_KBHIv2___RNAseq.g30276.t1
Pocillopora_acuta_KBHIv2___RNAseq.g15579.t1	Pocillopora_acuta_KBHIv2___RNAseq.g15582.t1
Pocillopora_acuta_KBHIv2___RNAseq.g4652.t1	Pocillopora_acuta_KBHIv2___RNAseq.g15800.t1
Pocillopora_acuta_KBHIv2___RNAseq.g4652.t1	Pocillopora_acuta_KBHIv2___TS.g1982.t1
Pocillopora_acuta_KBHIv2___RNAseq.g15713.t1	Pocillopora_acuta_KBHIv2___RNAseq.g13300.t1
Pocillopora_acuta_KBHIv2___RNAseq.g15227.t1	Pocillopora_acuta_KBHIv2___RNAseq.g15237.t1
Pocillopora_acuta_KBHIv2___TS.g14860.t1	Pocillopora_acuta_KBHIv2___TS.g11869.t1
Pocillopora_acuta_KBHIv2___RNAseq.g26486.t1	Pocillopora_acuta_KBHIv2___RNAseq.g29998.t1
Pocillopora_acuta_KBHIv2___RNAseq.g22154.t1	Pocillopora_acuta_KBHIv2___RNAseq.g14394.t1
Pocillopora_acuta_KBHIv2___RNAseq.g22154.t1	Pocillopora_acuta_KBHIv2___RNAseq.g22164.t1
Pocillopora_acuta_KBHIv2___RNAseq.g22154.t1	Pocillopora_acuta_KBHIv2___RNAseq.g14389.t1
Pocillopora_acuta_KBHIv2___RNAseq.g22154.t1	Pocillopora_acuta_KBHIv2___RNAseq.g22159.t1
Pocillopora_acuta_KBHIv2___RNAseq.g19702.t1	Pocillopora_acuta_KBHIv2___RNAseq.g19695.t1
Pocillopora_acuta_KBHIv2___TS.g25748.t1	Pocillopora_acuta_KBHIv2___TS.g25758.t1
Pocillopora_acuta_KBHIv2___TS.g20273.t1	Pocillopora_acuta_KBHIv2___TS.g20278.t1
Pocillopora_acuta_KBHIv2___TS.g20257.t1	Pocillopora_acuta_KBHIv2___TS.g20272.t1
Pocillopora_acuta_KBHIv2___TS.g20257.t1	Pocillopora_acuta_KBHIv2___TS.g4713.t1
Pocillopora_acuta_KBHIv2___TS.g20257.t1	Pocillopora_acuta_KBHIv2___TS.g20267.t1
Pocillopora_acuta_KBHIv2___TS.g20257.t1	Pocillopora_acuta_KBHIv2___TS.g20262.t1
Pocillopora_acuta_KBHIv2___TS.g20257.t1	Pocillopora_acuta_KBHIv2___TS.g20277.t1
Pocillopora_acuta_KBHIv2___TS.g20257.t1	Pocillopora_acuta_KBHIv2___TS.g20282.t1
Pocillopora_acuta_KBHIv2___TS.g20257.t1	Pocillopora_acuta_KBHIv2___TS.g4708.t1
Pocillopora_acuta_KBHIv2___RNAseq.g26146.t1	Pocillopora_acuta_KBHIv2___RNAseq.g26144.t1
Pocillopora_acuta_KBHIv2___RNAseq.g26146.t1	Pocillopora_acuta_KBHIv2___RNAseq.g26142.t1
Pocillopora_acuta_KBHIv2___RNAseq.g26146.t1	Pocillopora_acuta_KBHIv2___RNAseq.g26143.t1
Pocillopora_acuta_KBHIv2___RNAseq.g26146.t1	Pocillopora_acuta_KBHIv2___RNAseq.g26145.t1
Pocillopora_acuta_KBHIv2___RNAseq.g14461.t1	Pocillopora_acuta_KBHIv2___RNAseq.g14462.t1
Pocillopora_acuta_KBHIv2___RNAseq.g16587.t1	Pocillopora_acuta_KBHIv2___RNAseq.g16557.t1
Pocillopora_acuta_KBHIv2___RNAseq.g10002.t1	Pocillopora_acuta_KBHIv2___RNAseq.g10007.t1
Pocillopora_acuta_KBHIv2___RNAseq.g4440.t1	Pocillopora_acuta_KBHIv2___RNAseq.g4439.t1
Pocillopora_acuta_KBHIv2___RNAseq.g27192.t1	Pocillopora_acuta_KBHIv2___RNAseq.g27167.t1
Pocillopora_acuta_KBHIv2___RNAseq.g23682.t1	Pocillopora_acuta_KBHIv2___RNAseq.g17294.t1
Pocillopora_acuta_KBHIv2___RNAseq.g23682.t1	Pocillopora_acuta_KBHIv2___RNAseq.g8519.t1
Pocillopora_acuta_KBHIv2___RNAseq.g9656.t1	Pocillopora_acuta_KBHIv2___RNAseq.g18248.t1
Pocillopora_acuta_KBHIv2___RNAseq.g7142.t1	Pocillopora_acuta_KBHIv2___RNAseq.g7156.t1
Pocillopora_acuta_KBHIv2___RNAseq.g23118.t1	Pocillopora_acuta_KBHIv2___RNAseq.g26157.t1
Pocillopora_acuta_KBHIv2___RNAseq.g23118.t1	Pocillopora_acuta_KBHIv2___RNAseq.g7941.t1
Pocillopora_acuta_KBHIv2___RNAseq.g23118.t1	Pocillopora_acuta_KBHIv2___RNAseq.g1394.t1
Pocillopora_acuta_KBHIv2___RNAseq.g6643.t1	Pocillopora_acuta_KBHIv2___RNAseq.g6643.t3
Pocillopora_acuta_KBHIv2___RNAseq.g23676.t1	Pocillopora_acuta_KBHIv2___RNAseq.g3146.t1
Pocillopora_acuta_KBHIv2___RNAseq.g27199.t1	Pocillopora_acuta_KBHIv2___RNAseq.g27150.t1
Pocillopora_acuta_KBHIv2___RNAseq.g18850.t1	Pocillopora_acuta_KBHIv2___RNAseq.g18834.t1
Pocillopora_acuta_KBHIv2___RNAseq.g18850.t1	Pocillopora_acuta_KBHIv2___RNAseq.g18830.t1
Pocillopora_acuta_KBHIv2___RNAseq.g18850.t1	Pocillopora_acuta_KBHIv2___RNAseq.g18838.t1
Pocillopora_acuta_KBHIv2___RNAseq.g18850.t1	Pocillopora_acuta_KBHIv2___RNAseq.g18842.t1
Pocillopora_acuta_KBHIv2___RNAseq.g18850.t1	Pocillopora_acuta_KBHIv2___RNAseq.g18846.t1
Pocillopora_acuta_KBHIv2___TS.g12788.t1	Pocillopora_acuta_KBHIv2___TS.g12783.t1
Pocillopora_acuta_KBHIv2___RNAseq.g9655.t1	Pocillopora_acuta_KBHIv2___RNAseq.g9659.t1
Pocillopora_acuta_KBHIv2___RNAseq.g9655.t1	Pocillopora_acuta_KBHIv2___RNAseq.g18237.t1
Pocillopora_acuta_KBHIv2___RNAseq.g9655.t1	Pocillopora_acuta_KBHIv2___RNAseq.g6106.t1
